OYAHMCD,SEQ,STRNO,OYAREVNO,STRSEQ,KOHMCD,SIZEX,SIZEY,SIZEZ,SHAPEQTY,OYAQTYKBN,OYAQTY,OYAUNIT,KOQTY,KOUNIT,VALDEC,HASUKBN,NOTE,REVNOTE,REVDT,REVTANCD,VALFLG,INSTID,INSTDT,UPDTID,UPDTDT
105-202EA1531,1,1,1,1,MA-1331-201JA-GA-ROLL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-202EA1531T,1,1,1,1,MA-1331-201JA-GA-ROLL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-202EA2000,1,1,1,1,MA-105-201BA-ROLL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-206AA1333,1,1,1,1,MA-105-206AA-ROLL,,,,1,1,1.0,PC,0.5,PC,0,1,,,,,1,,,,
105-206AA2000,1,1,1,1,MA-105-206AA-ROLL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-210BA,1,1,1,1,MA-105-210BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-211AA,1,1,1,1,MA-105-211AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-213AA,1,1,1,1,MA-105-213AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-213BA,1,1,1,1,MA-105-213BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-213CA,1,1,1,1,MA-105-213CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-220EA1333,1,1,1,1,MA-105-220EA1333,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-220EA1531,1,1,1,1,MA-105-220EA1531,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-220FA1333,1,1,1,1,MA-105-220FA1333,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-220FA1531,1,1,1,1,MA-105-220FA1531,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-228BA2200,1,1,1,1,MA-105-228BA2200,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-229AA,1,1,1,1,MA-105-229AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-232HA,1,1,1,1,MA-105-232HA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-232HB,1,1,1,1,MA-105-232HB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-232HC,1,1,1,1,MA-105-232HC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-236AA,1,1,1,1,MA-105-236AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-271A2300,1,1,1,1,MA-105-271A2300,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-303BA09038,1,1,1,1,MA-105-303BA09038,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-306AA,1,1,1,1,MA-105-306AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-306BA,1,1,1,1,MA-105-306BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-307CA,1,1,1,1,MA-105-307CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-307DA,1,1,1,1,MA-105-307DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-444DC,1,1,1,1,MA-105-444DC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-701DA,1,1,1,1,MA-105-701DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-701EA,1,1,1,1,MA-105-701EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-701FA,1,1,1,1,MA-105-701FA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
105-702AA,1,1,1,1,MA-105-702AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
106-12A01BA20,1,1,1,1,MA-106-12A01BA20,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
110-306,1,1,1,1,MA-110-306,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
110-443,1,1,1,1,MA-110-443,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
110-444,1,1,1,1,MA-110-444,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
110-446,1,1,1,1,MA-110-446,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
110-453-30,1,1,1,1,MA-110-453-30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
110-453-38,1,1,1,1,MA-110-453-38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
110-710,1,1,1,1,MA-110-710,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
11-126,1,1,1,1,MA-11-126,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
11-206,1,1,1,1,MA-11-206,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-12T0107,1,1,1,1,MA-1151-12T0107,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-201AA-B,1,1,1,1,MA-165201FA-1-11512012-B,,,,1,1,1.0,PC,0.0125,PC,0,1,,,,,1,,,,
1151-202AA-B,1,1,1,1,MA-165201FA-1-11512012-B,,,,1,1,1.0,PC,0.02,PC,0,1,,,,,1,,,,
115-120BA38,1,1,1,1,MA-115-120BA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-220AA0280,1,1,1,1,MA-1151-220AA0280,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-220BA0280,1,1,1,1,MA-1151-220AA0280,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-232AA0280,1,1,1,1,MA-1151-232AA0280,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-307AA48,1,1,1,1,MA-1151-307AA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-307AB48,1,1,1,1,MA-1151-307AB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-307BA48,1,1,1,1,MA-1151-307BA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-307BB48,1,1,1,1,MA-1151-307BB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-307CA48,1,1,1,1,MA-1151-307CA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-444AA,1,1,1,1,MA-1151-444AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-444CA,1,1,1,1,MA-1151-444CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1151-448AA,1,1,1,1,MA-1751-448AB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-203-1,1,1,1,1,MA-115-203-1,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-204BB,1,1,1,1,MA-115-204BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-204CC,1,1,1,1,MA-115-204CC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-205BB,1,1,1,1,MA-115-205BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-205CC,1,1,1,1,MA-115-205CC,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-206AA1333,1,1,1,1,MA-115-206AA-ROLL,,,,1,1,1.0,PC,0.5,PC,0,1,,,,,1,,,,
115-206AA1531,1,1,1,1,MA-115-206AA-ROLL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-227AA,1,1,1,1,MA-115-227AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-228AA,1,1,1,1,MA-115-228AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-232AA,1,1,1,1,MA-115-232AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-232BA,1,1,1,1,MA-115-232BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-232CA,1,1,1,1,MA-115-232CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-444BB,1,1,1,1,MA-115-444BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-444CA,1,1,1,1,MA-115-444CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
115-444DA,1,1,1,1,MA-115-444DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-104AA,1,1,1,1,MA-1155-104AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-104BA,1,1,1,1,MA-1155-104BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105AA38,1,1,1,1,MA-1155-105AA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105AA48,1,1,1,1,MA-1155-105AA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105AAL38,1,1,1,1,MA-1155-105AAL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105AAL48,1,1,1,1,MA-1155-105AAL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105AB48,1,1,1,1,MA-1155-105AB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105ABL48,1,1,1,1,MA-1155-105ABL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105BA48,1,1,1,1,MA-1155-105BA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105BAL38,1,1,1,1,MA-1155-105BAL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105BAL48,1,1,1,1,MA-1155-105BAL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105BB48,1,1,1,1,MA-1155-105BB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105BBL48,1,1,1,1,MA-1155-105BBL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105CA48,1,1,1,1,MA-1155-105CA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105CAL38,1,1,1,1,MA-1155-105CAL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105CAL48,1,1,1,1,MA-1155-105CAL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105CB48,1,1,1,1,MA-1155-105CB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105CBL48,1,1,1,1,MA-1155-105CBL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105CC48,1,1,1,1,MA-1155-105CC48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105CCL48,1,1,1,1,MA-1155-105CCL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105DA48,1,1,1,1,MA-1155-105DA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105DAL38,1,1,1,1,MA-1155-105DAL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105DAL48,1,1,1,1,MA-1155-105DAL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105DB48,1,1,1,1,MA-1155-105DB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105DBL48,1,1,1,1,MA-1155-105DBL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105DC48,1,1,1,1,MA-1155-105DC48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-105DCL48,1,1,1,1,MA-1155-105DCL48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-131BA,1,1,1,1,MA-1155-131BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-131BB,1,1,1,1,MA-1155-131BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-201AA1900,1,1,1,1,MA-1331-201JA-GA-ROLL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-202AA1900,1,1,1,1,MA-1331-201JA-GA-ROLL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-202BA1900,1,1,1,1,MA-1331-201JA-GA-ROLL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-206AA1900,1,1,1,1,MA-1331-204GA-ROLL,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-211AA,1,1,1,1,MA-1155-211AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-211BA,1,1,1,1,MA-1155-211BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-220AA1900,1,1,1,1,MA-1155-220AA1900,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-232AA1900,1,1,1,1,MA-1155-232AA1900,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-233AA,1,1,1,1,MA-1155-233AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-307AA48,1,1,1,1,MA-1155-307AA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-307AB48,1,1,1,1,MA-1155-307AB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-307BA48,1,1,1,1,MA-1155-307BA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-307BB48,1,1,1,1,MA-1155-307BB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-307CA48,1,1,1,1,MA-1155-307CA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-307CB48,1,1,1,1,MA-1155-307CB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-307DA48,1,1,1,1,MA-1155-307DA48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-307DB48,1,1,1,1,MA-1155-307DB48,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-444AA,1,1,1,1,MA-1155-444AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1155-444BA,1,1,1,1,MA-1155-444BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-112E,1,1,1,1,MA-12-112E,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-201DB1133,1,1,1,1,MA-165-202AA1333,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-201E-1133,1,1,1,1,MA-165-201202CA1333-1531T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-201K1133,1,1,1,1,MA-12-201K1353,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-201K1353,1,1,1,1,MA-12-201K1353,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-201L1133,1,1,1,1,MA-12-201K1353,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-201L1353,1,1,1,1,MA-12-201K1353,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-201L1353J,1,1,1,1,MA-12-201K1353,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-201L1353S,1,1,1,1,MA-12-201K1353,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-206D,1,1,1,1,MA-12-206D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-210,1,1,1,1,MA-12-210,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-219C,1,1,1,1,MA-12-219C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-222A,1,1,1,1,MA-12-222A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-222B,1,1,1,1,MA-12-222B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-230,1,1,1,1,MA-12-230,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-231,1,1,1,1,MA-12-231,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-231C,1,1,1,1,MA-12-231C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1231-122CA,1,1,1,1,MA-1231-122CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1231-12A03CA38,1,1,1,1,MA-1231-12A03CA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1231-12A04AA30,1,1,1,1,MA-1231-12A04AA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1231-12A04BA30,1,1,1,1,MA-1231-12A04BA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1231-12A05AA38,1,1,1,1,MA-1231-12A05AA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1231-12A05DA30,1,1,1,1,MA-1231-12A05DA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1231-310AA,1,1,1,1,MA-1231-310AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1231-310BA,1,1,1,1,MA-1231-310BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-319A,1,1,1,1,MA-12-319A,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-319C,1,1,1,1,MA-12-319C,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-319L,1,1,1,1,MA-12-319L,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-328G-1,1,1,1,1,MA-12-328G-1,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-328G-2,1,1,1,1,MA-12-328G-2,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-347,1,1,1,1,MA-12-347,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-347B,1,1,1,1,MA-12-347B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-347D,1,1,1,1,MA-12-347D,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-365BB,1,1,1,1,MA-12-365BB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-365EA,1,1,1,1,MA-12-365EA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-420FB,1,1,1,1,MA-12-420FB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-426HSR,1,1,1,1,MA-12-426HSR,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-451,1,1,1,1,MA-12-451,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-468DB,1,1,1,1,MA-12-468DB,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-469T,1,1,1,1,MA-12-469T,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-477B,1,1,1,1,MA-12-477B,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-477F,1,1,1,1,MA-12-477F,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-478AN,1,1,1,1,MA-12-478AN,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12-478AQ,1,1,1,1,MA-12-478AQ,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1251-446CA,1,1,1,1,MA-1251-446CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1251-446DA,1,1,1,1,MA-1251-446DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
12A-105EAL38,1,1,1,1,MA-12A-105EAL38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
130-106CA,1,1,1,1,MA-130-106CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
130-202AA0670,1,1,1,1,MA-130-202AA0670,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
130-305DA,1,1,1,1,MA-130-305DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
130-309AA,1,1,1,1,MA-130-309AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
130-312AA,1,1,1,1,MA-130-312AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
130-430AA20,1,1,1,1,MA-130-430AA20,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
130-482AA,1,1,1,1,MA-130-482AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-106AA,1,1,1,1,MA-131-106AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-111AA,1,1,1,1,MA-131-111AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-112AA,1,1,1,1,MA-131-112AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-113AA,1,1,1,1,MA-131-113AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-114AA,1,1,1,1,MA-131-114AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-115AA,1,1,1,1,MA-131-115AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-116AA,1,1,1,1,MA-131-116AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-117AA,1,1,1,1,MA-131-117AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-118AA,1,1,1,1,MA-131-118AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-119AA,1,1,1,1,MA-131-119AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-120AA,1,1,1,1,MA-131-120AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-121AA,1,1,1,1,MA-131-121AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-122AA,1,1,1,1,MA-131-122AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-123AA,1,1,1,1,MA-131-123AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-124AA,1,1,1,1,MA-131-124AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-125AA,1,1,1,1,MA-131-125AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-126AA,1,1,1,1,MA-131-126AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-126BA,1,1,1,1,MA-131-126BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-127AA,1,1,1,1,MA-131-127AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-127BA,1,1,1,1,MA-131-127BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-127CA,1,1,1,1,MA-131-127CA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-127DA,1,1,1,1,MA-131-127DA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-128AA,1,1,1,1,MA-131-128AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-128BA,1,1,1,1,MA-131-128BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-129AA,1,1,1,1,MA-131-129AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-130AA,1,1,1,1,MA-131-130AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-130BA,1,1,1,1,MA-131-130BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-131AA,1,1,1,1,MA-131-131AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-131BA,1,1,1,1,MA-131-131BA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-132AA,1,1,1,1,MA-131-132AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
13-114,1,1,1,1,MA-13-114,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
131-701AA,1,1,1,1,MA-131-701AA,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-8AW30,1,1,1,1,MA-1331-105-8AW30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-8BW30,1,1,1,1,MA-1331-105-8BW30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-8CW30,1,1,1,1,MA-1331-105-8CW30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-8CW38,1,1,1,1,MA-1331-105-8CW38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-8DW30,1,1,1,1,MA-1331-105-8DW30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-8DW38,1,1,1,1,MA-1331-105-8DW38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9ABW30,1,1,1,1,MA-1331-105-9ABW30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9ABW38,1,1,1,1,MA-1331-105-9ABW38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9AW30,1,1,1,1,MA-1331-105-9AW30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9AW38,1,1,1,1,MA-1331-105-9AW38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9BBW30,1,1,1,1,MA-1331-105-9BBW30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9BBW38,1,1,1,1,MA-1331-105-9BBW38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9BW30,1,1,1,1,MA-1331-105-9BW30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9BW38,1,1,1,1,MA-1331-105-9BW38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9DW30,1,1,1,1,MA-1331-105-9DW30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9DW38,1,1,1,1,MA-1331-105-9DW38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9GA30,1,1,1,1,MA-1331-105-9GA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9GA38,1,1,1,1,MA-1331-105-9GA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9HA30,1,1,1,1,MA-1331-105-9HA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9HA38,1,1,1,1,MA-1331-105-9HA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9JA30,1,1,1,1,MA-1331-105-9JA30,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
1331-105-9JA38,1,1,1,1,MA-1331-105-9JA38,,,,1,1,1.0,PC,1.0,PC,0,1,,,,,1,,,,
