äÆê¨ïîî‘,No,íPà êîï™éq,íPà êîï™ïÍ,ëOçHíˆ
SEC7BSMME-MY4AA34,6,1.0,1.0,SKD7B3235
SEC7BSMME-MY6AA34,6,1.0,1.0,SKD7B3235
SEC7BS-MR0AA30,6,1.0,1.0,SKD8E3020
SEC7BS-MR0AA30-MITU,6,1.0,1.0,SKD8E3020
SEC7BS-MR0AA38,6,1.0,1.0,SKD8E3020
SEC7BS-MR0CA30,6,1.0,1.0,SKD8B2125
SEC7BS-MS6AA38,6,1.0,1.0,SKD8B2925
SEC7BS-MS6BA30,6,1.0,1.0,SKD9Z3520
SEC7BS-MS6BA34,6,1.0,1.0,SKD9Z3520
SEC7BS-MS9AA30,6,1.0,1.0,SKD8E3022
SEC7BS-MS9AA34,6,1.0,1.0,SKD8E3020
SEC7BS-MS9AA38,6,1.0,1.0,SKD8E3020
SEC7BS-MS9AB30,6,1.0,1.0,SKD8E3022
SEC7BS-MS9AB30-MITU,6,1.0,1.0,SKD8E3022
SEC7BS-MS9AB34,6,1.0,1.0,SKD8E3022
SEC7BS-MS9BA30,6,1.0,1.0,SKD8E3020
SEC7BS-MS9BA34,6,1.0,1.0,SKD8E3020
SEC7BS-MS9BA38,6,1.0,1.0,SKD8E3020
SEC7BS-MS9BB30,6,1.0,1.0,SKD8E3020
SEC7BS-MS9BB30-MITU,6,1.0,1.0,SKD8E3020
SEC7BS-MS9BB32,6,1.0,1.0,SKD8E3020
SEC7BS-MS9BB34,6,1.0,1.0,SKD8E3020
SEC7BS-MV1AA30,6,1.0,1.0,SKD6G2280
SEC7BS-MV1AA38,6,1.0,1.0,SKD6G2285
SEC7BS-MV2AA34,6,1.0,1.0,SKD6G2248
SEC7BS-MX2AA30,6,1.0,1.0,SKD7Z3035
SEC7BS-MX3AA30,6,1.0,1.0,SKD7Z3038
SEC7BS-MX3BA30,6,1.0,1.0,SKD7Z3038
SEC7BS-MY1AA30,6,1.0,1.0,SKD6G2515
SEC7BS-MY1AA38,6,1.0,1.0,SKD6G2515
SEC7BS-MY2AA30,6,1.0,1.0,SKD7Z3024
SEC7BS-MY2AA34,6,1.0,1.0,SKD7Z3025
SEC7BS-MY2AA38,6,1.0,1.0,SKD7Z3025
SEC7BS-MY3AA30,6,1.0,1.0,SKD7Z3038
SEC7BS-MY3AA34,6,1.0,1.0,SKD7Z3035
SEC7BS-MY3AA38,6,1.0,1.0,SKD7Z3038
SEC7BS-MY4AA30,6,1.0,1.0,SKD7B3235
SEC7BS-MY4AA34,6,1.0,1.0,SKD7B3235
SEC7BS-MY4AA38,6,1.0,1.0,SKD7B3240
SEC7BS-MY6AA34,6,1.0,1.0,SKD7Z3037
SEC7BS-MZ5AA30,6,1.0,1.0,SKD5Z1270
SEC7BS-MZ5AA34,6,1.0,1.0,SKD5Z1270
SEC7BS-MZ5AA38,6,1.0,1.0,SKD5Z1275
SEC7BS-MZ5BA30,6,1.0,1.0,SKD5Z1240
SEC7BY-MB1AA26,6,1.0,1.0,SKD6E4045
SEC7BY-MB1AA30,6,1.0,1.0,SKD6G4740
SEC7BY-MB2AA26,6,1.0,1.0,SKD6E4045
SEC7BY-MB2AA30,6,1.0,1.0,SKD6G4740
SEC7BY-MR0AA26,6,1.0,1.0,SKD8E3022
SEC7BY-MS6AA26,6,1.0,1.0,SKD8E3022
SEC7BY-MS9AA26,6,1.0,1.0,SKD8E3030
SEC7BY-MS9AB26,6,1.0,1.0,SKD8E3022
SEC7BY-MS9BA26,6,1.0,1.0,SKD8E3022
SEC7BY-MS9BA32,6,1.0,1.0,SKD8E3022
SEC7BY-MS9BB26,6,1.0,1.0,SKD8E3022
SEC7BY-MS9BB32,6,1.0,1.0,SKD8E3022
SEC7BY-MV1AA26,6,1.0,1.0,SKD6G2290
SEC7BY-MY1AA26,6,1.0,1.0,SKD6G2518
SEC7BY-MY2AA26,6,1.0,1.0,SKD7Z3025
SEC7BY-MY2AA32,6,1.0,1.0,SKD7Z3026
SEC7BY-MY3AA26,6,1.0,1.0,SKD7Z3040
SEC7BY-MY3AA32,6,1.0,1.0,SKD7Z3040
SEC7BY-MY4AA26,6,1.0,1.0,SKD7B3240
SEC7BY-MY4AA32,6,1.0,1.0,SKD7B3240
SEC7-DY2AA34,5,1.0,1.0,SKD7Z3025
SEC7-DY2AA34,6,1.0,1.0,SEC7-MY2AA34
SEC7-DY3AA34,5,1.0,1.0,SKD7Z3035
SEC7-DY3AA34,6,1.0,1.0,SEC7-MY3AA34
SEC7-DY4AA34,5,1.0,1.0,SKD7Z3035
SEC7-DY4AA34,6,1.0,1.0,SEC7-MY4AA34
SEC7-DY6AA34,5,1.0,1.0,SKD7Z3035
SEC7-DY6AA34,6,1.0,1.0,SEC7-MY6AA34
SEC7ME-DY1AA30,5,1.0,1.0,SKD6G2515
SEC7ME-DY1AA30,6,1.0,1.0,SEC7ME-MY1AA30
SEC7ME-DY2AA30,5,1.0,1.0,SKD7Z3025
SEC7ME-DY2AA30,6,1.0,1.0,SEC7ME-MY2AA30
SEC7ME-DY2AA34,5,1.0,1.0,SKD7Z3025
SEC7ME-DY2AA34,6,1.0,1.0,SEC7ME-MY2AA34
SEC7ME-MY1BA30,6,1.0,1.0,SKD6G2515
SEC7ME-MY2BA34,6,1.0,1.0,SKD7B3228
SEC7-MY1AA36,6,1.0,1.0,SKD6G2515
SEC7-MY2AA36,6,1.0,1.0,SKD7Z3024
SEC7-MY3AA36,6,1.0,1.0,SKD7Z3038
SEC7-MY4BA36,6,1.0,1.0,SKD7Z3035
SEC7-MZ5AA34,6,1.0,1.0,SKD5Z1236
SEC8-DY3AA34,5,1.0,1.0,SKD7Z3030
SEC8-DY3AA34,6,1.0,1.0,SEC8-MY3AA34
SEC8-DY4AA34,5,1.0,1.0,SKD7Z3030
SEC8-DY4AA34,6,1.0,1.0,SEC8-MY4AA34
SEC8-DY6AA34,5,1.0,1.0,SKD7Z3030
SEC8-DY6AA34,6,1.0,1.0,SEC8-MY6AA34
SEC8-MY1AA34,6,1.0,1.0,SKD6G2515
SEC8-MY2AA34,6,1.0,1.0,SKD7Z3020
SEC8-MZ5AA34,6,1.0,1.0,SKD5Z1260
SEC96ME-DY1BA30,5,1.0,1.0,SKD6G3515
SEC96ME-DY1BA30,6,1.0,1.0,SEC96ME-MY1BA30
SEC96ME-DY1CA34,5,1.0,1.0,SKD6G2723
SEC96ME-DY1CA34,6,1.0,1.0,SEC96ME-MY1CA34
SEC96ME-DY2AA30,5,1.0,1.0,SKD7Z3020
SEC96ME-DY2AA30,6,1.0,1.0,SEC96ME-MY2AA30
SEC96ME-DY2AA34,5,1.0,1.0,SKD7B3020
SEC96ME-DY2AA34,6,1.0,1.0,SEC96ME-MY2AA34
SEC96ME-DY3AA30,5,1.0,1.0,SKD7Z4030
SEC96ME-DY3AA30,6,1.0,1.0,SEC96ME-MY3AA30
SEC96ME-DY6AA34,5,1.0,1.0,SKD7B3260
SEC96ME-DY6AA34,6,1.0,1.0,SEC96ME-MY6AA34
SEC96ME-MY3AA34,6,1.0,1.0,SKD7B3235
SEC96ST-DB1AA34,5,1.0,1.0,SKD6G4734
SEC96ST-DB1AA34,6,1.0,1.0,SEC96ST-MB1AA34
SEC96ST-DY4AA34,5,1.0,1.0,SKD7B3260
SEC96ST-DY4AA34,6,1.0,1.0,SEC96ST-MY4AA34
SEC96ST-DY7AA34,5,1.0,1.0,SKD7B3060
SEC96ST-DY7AA34,6,1.0,1.0,SEC96ST-MY7AA34
SECBL3-MB1AA24,6,1.0,1.0,SKD6G4760
SECBL3-MB2AA24,6,1.0,1.0,SKD6G4760
SECBL3-MB3AA24,6,1.0,1.0,SKD6G4760
SECBL3-MY1AA24,6,1.0,1.0,SKD6G4730
SECBL3-MY8AA24,6,1.0,1.0,SKD6G2250
SECBL-DY1BB,5,1.0,1.0,SKD6G4720
SECBL-DY1BB,6,1.0,1.0,SECBL-MY1BB
SECBME-DX1,5,1.0,1.0,SKD6G4720
SECBME-DX1,6,1.0,1.0,SECBME-MX1
SECBME-DX1AA34,5,1.0,1.0,SKD6G4725
SECBME-DX1AA34,6,1.0,1.0,SECBME-MX1AA34
SECBME-DX3,5,1.0,1.0,SKD6G1556
SECBME-DX3,6,1.0,1.0,SECBME-MX3
SECBME-DY3AA34,5,1.0,1.0,SKD6G1565
SECBME-DY3AA34,6,1.0,1.0,SECBME-MY3AA34
SECBYFK-DA4,6,1.0,1.0,SKD6G2250
SECBYFK-DA5,6,1.0,1.0,SKD6G2250
SECBYFK-DB530,5,1.0,1.0,S6H3846
SECBYFK-DB530,6,1.0,1.0,SECBYFK-MB530
SECBYFK-DW1,5,1.0,1.0,SKD6G4734
SECBYFK-DW1,6,1.0,1.0,SECBYFK-MW1
SECBYFK-DW2,5,1.0,1.0,SKD6G4744
SECBYFK-DW2,6,1.0,1.0,SECBYFK-MW2
SECBYFK-DX1,5,1.0,1.0,SKD6G4720
SECBYFK-DX1,6,1.0,1.0,SECBYFK-MX1
SECBYFK-DX3,5,1.0,1.0,SKD6G3555
SECBYFK-DX3,6,1.0,1.0,SECBYFK-MX3
SECBYFK-DX4,5,1.0,1.0,SKD6G1556
SECBYFK-DX4,6,1.0,1.0,SECBYFK-MX4
SECBYFK-DY4,5,1.0,1.0,SKD6G2770
SECBYFK-DY4,6,1.0,1.0,SECBYFK-MY4
SECBYFK-MB430,6,1.0,1.0,SKD6G3585
SECBYFK-MX2,6,1.0,1.0,SKD6G2270
SECBYFK-MY2,6,1.0,1.0,SKD6G2270
SECBYFK-MY3,6,1.0,1.0,SKD6G2270
SECBYME-DX1,5,1.0,1.0,SKD6G4720
SECBYME-DX1,6,1.0,1.0,SECBYME-MX1
SECBYME-DX3B30,5,1.0,1.0,SKD6G1556
SECBYME-DX3B30,6,1.0,1.0,SECBYME-MX3B30
SECBYME-DX3BA34,5,1.0,1.0,SKD6G1565
SECBYME-DX3BA34,6,1.0,1.0,SECBYME-MX3BA34
SECBYME-DY2AA30,5,1.0,1.0,SKD6G2770
SECBYME-DY2AA30,6,1.0,1.0,SECBYME-MY2AA30
SECBYME-DY2AA34,5,1.0,1.0,SKD6G2795
SECBYME-DY2AA34,6,1.0,1.0,SECBYME-MY2AA34
SECBYNST-DX1DA36,5,1.0,1.0,SKD6G4720
SECBYNST-DX1DA36,6,1.0,1.0,SECBYNST-MX1DA36
SECBYNST-DY2AA36,5,1.0,1.0,SKD6G2270
SECBYNST-DY2AA36,6,1.0,1.0,SECBYNST-MY2AA36
SECBYNST-DY3AA36,5,1.0,1.0,SKD6G1556
SECBYNST-DY3AA36,6,1.0,1.0,SECBYNST-MY3AA36
SECBYNST-DY4AA36,5,1.0,1.0,SKD6G2554
SECBYNST-DY4AA36,6,1.0,1.0,SECBYNST-MY4AA36
SECBYST-DB130,5,1.0,1.0,SKD6E3565
SECBYST-DB130,6,1.0,1.0,SECBYST-MB130
SECBYST-DB230,5,1.0,1.0,SKD6E4045
SECBYST-DB230,6,1.0,1.0,SECBYST-MB230
SECBYST-DX1,5,1.0,1.0,SKD6G4720
SECBYST-DX1,6,1.0,1.0,SECBYST-MX1
SECBYST-DX1DA34,5,1.0,1.0,SKD6G4720
SECBYST-DX1DA34,6,1.0,1.0,SECBYST-MX1DA34
SECBYST-DX1DA38,5,1.0,1.0,SKD6G4720
SECBYST-DX1DA38,6,1.0,1.0,SECBYST-MX1DA38
SECBYST-DY2,5,1.0,1.0,SKD6G2270
SECBYST-DY2,6,1.0,1.0,SECBYST-MY2
SECBYST-DY2AA34,5,1.0,1.0,SKD6G2280
SECBYST-DY2AA34,6,1.0,1.0,SECBYST-MY2AA34
SECBYST-DY2AA38,5,1.0,1.0,SKD6G2278
SECBYST-DY2AA38,6,1.0,1.0,SECBYST-MY2AA38
SECBYST-DY3,5,1.0,1.0,SKD6G1556
SECBYST-DY3,6,1.0,1.0,SECBYST-MY3
SECBYST-DY3AA38,5,1.0,1.0,SKD6G1565
SECBYST-DY3AA38,6,1.0,1.0,SECBYST-MY3AA38
SECBYST-DY4,5,1.0,1.0,SKD6G2753
SECBYST-DY4,6,1.0,1.0,SECBYST-MY4
SECBYST-DY4AA34,5,1.0,1.0,SKD6G2761
SECBYST-DY4AA34,6,1.0,1.0,SECBYST-MY4AA34
SECBYST-DY4AA38,5,1.0,1.0,SKD6G2761
SECBYST-DY4AA38,6,1.0,1.0,SECBYST-MY4AA38
SECBYST-MB1AA34,6,1.0,1.0,SKD6G3565
SECBYST-MB2AA34,6,1.0,1.0,SKD6G3545
SECBYST-MB430,6,1.0,1.0,SKD6E4045
SEC-DS0C,5,1.0,1.0,S133025
SEC-DS0C,6,1.0,1.0,SEC-MS0C
SEC-DS1B,5,1.0,1.0,S134030
SEC-DS1B,6,1.0,1.0,SEC-MS1B
SEC-DS6D,5,1.0,1.0,SKD8E4048
SEC-DS6D,6,1.0,1.0,SEC-MS6D
SEC-DS9G30,6,1.0,1.0,SEC-MS9G30
SECDSPR-MB1AA30,6,1.0,1.0,SKD6G3532
SECDSPR-MB2AA30,6,1.0,1.0,SKD6G3555
SECDSPR-MB3AA30,6,1.0,1.0,SKD9Z3540
SECDSPR-MB4AA30,6,1.0,1.0,SKD9Z3555
SECDSPR-MB7AA30,6,1.0,1.0,SKD6G3575
SECDSPR-MB8AA30,6,1.0,1.0,SKD8E4080
SECDSPR-MB9AA30,6,1.0,1.0,SKD9Z3580
SECDSPR-MG1AA30,6,1.0,1.0,SKD6G2280
SECDSPR-MW2AA30,6,1.0,1.0,SKD8B2965
SECDSPR-MY1AA30,6,1.0,1.0,SKD6G2220
SECDSPR-MY2AA30,6,1.0,1.0,SKD8B2944
SEC-DT0B,6,1.0,1.0,SEC-MT0B
SEC-DT2,5,1.0,1.0,S6H47105
SEC-DT2,6,1.0,1.0,SEC-MT2
SEC-DT6,5,1.0,1.0,S133825
SEC-DT6,6,1.0,1.0,SEC-MT6
SEC-DT7C,5,1.0,1.0,S191963
SEC-DT7C,6,1.0,1.0,SEC-MT7C
SEC-DT9C,5,1.0,1.0,S161620
SEC-DT9C,6,1.0,1.0,SEC-MT9C
SEC-DT9D,5,1.0,1.0,S161648
SEC-DT9D,6,1.0,1.0,SEC-MT9D
SEC-DV1,5,1.0,1.0,SKD6E4026
SEC-DV1,6,1.0,1.0,SEC-MV1
SEC-DV5,5,1.0,1.0,S6H3818
SEC-DV5,6,1.0,1.0,SEC-MV5
SEC-DY1AXS2,5,1.0,1.0,S6H3822
SEC-DY1AXS2,6,1.0,1.0,SEC-MY1AXS2
SEC-DZ9B,6,1.0,1.0,SEC-MZ9B
SECMINI-DB1AA20,5,1.0,1.0,SKD6E4061
SECMINI-DB1AA20,6,1.0,1.0,SECMINI-MB1BA16
SECMINI-DB2AA20,5,1.0,1.0,SKD6E4070
SECMINI-DB2AA20,6,1.0,1.0,SECMINI-MB2BA16
SECMINI-DB3AA20,5,1.0,1.0,SKD6E4070
SECMINI-DB3AA20,6,1.0,1.0,SECMINI-MB2BA16
SECMINI-DB4AA20,5,1.0,1.0,SKD6E4070
SECMINI-DB4AA20,6,1.0,1.0,SECMINI-MB2BA16
SECMINI-DS0AA20,6,1.0,1.0,S191925
SECMINI-DS1AA20,6,1.0,1.0,S134030
SECMINISF-DB1AA20,5,1.0,1.0,SKD6E4075
SECMINISF-DB1AA20,6,1.0,1.0,SECMINISF-MB1AA20
SECMINISF-DV4AA20,5,1.0,1.0,S6H3250
SECMINISF-DV4AA20,6,1.0,1.0,SECMINISF-MV4AA20
SECMINISF-DV5AA20,5,1.0,1.0,S6H3245
SECMINISF-DV5AA20,6,1.0,1.0,SECMINISF-MV5AA20
SECMINISF-DY1AA20,5,1.0,1.0,S6H3245
SECMINISF-DY1AA20,6,1.0,1.0,SECMINISF-MY1AA20
SECPJ-MB1CA24,6,1.0,1.0,SKD6G5066
SECPJ-MX1BA24,6,1.0,1.0,SKD6G4720
SECPJ-MX2CA24,6,1.0,1.0,SKD6G4720
SECPJ-MX5BA24,6,1.0,1.0,SKD6G4725
SECPJ-MX6AA24,6,1.0,1.0,SKD6G2250
SECPJ-MX6BA24,6,1.0,1.0,SKD6G2262
SECPJ-MX6CA24,6,1.0,1.0,SKD6G2248
SECPJ-MY4BA24,6,1.0,1.0,SKD6G2522
SECPJ-MY6AA24,6,1.0,1.0,SKD6G1535
SECPJ-MY6BA24,6,1.0,1.0,SKD6G1525
SECPLCY-MB2AA30,6,1.0,1.0,SKD6E4075
SECPLCY-MB4AA30,6,1.0,1.0,SKD6E4075
SECPLCY-MB5AA30,6,1.0,1.0,SKD6G4775
SECPLCY-MC1AA30,6,1.0,1.0,SKD6G2780
SECPLCY-MD1AA30,6,1.0,1.0,SKD5E2285
SECPLCY-ME1AA30,6,1.0,1.0,SKD6G2278
SECPLCY-ME2AA30,6,1.0,1.0,SKD6G2590
SECPLCY-MY1AA30,6,1.0,1.0,SKD6G3527
SECPLCY-MY5AA30,6,1.0,1.0,SKD8E4035
SECPLT12-MB1AA30,6,1.0,1.0,SKD6E4061
SECPLT12-MB1AB34,6,1.0,1.0,SKD6E4061
SECPLT12-MB3AA30,6,1.0,1.0,SKD6E3560
SECPLT12-MC1AA30,6,1.0,1.0,SKD6G2576
SECPLT12-MC1AB26,6,1.0,1.0,SKD6G2576
SECPLT12-MC1AB34,6,1.0,1.0,SKD6G2780
SECPLT12-MC1AB36,6,1.0,1.0,SKD6G2576
SECPLT12-MD1AA30,6,1.0,1.0,SKD6G2285
SECPLT12-MD1AB26,6,1.0,1.0,SKD7B3290
SECPLT12-MD1AB30,6,1.0,1.0,SKD8B2985
SECPLT12-MD1AB36,6,1.0,1.0,SKD7Z3098
SECPLT12-MD1AC34,6,1.0,1.0,SKD7Z3098
SECPLT12-MD1AD30,6,1.0,1.0,SKD6G2285
SECPLT12-MD1AD36,6,1.0,1.0,SKD5E2585
SECPLT12-ME1AB26,6,1.0,1.0,SKD7B3290
SECPLT12-ME1AB34,6,1.0,1.0,SKD7Z3098
SECPLT12-ME1AB36,6,1.0,1.0,SKD7Z3098
SECPLT12-ME1AC30,6,1.0,1.0,SKD6G2590
SECPLT12-ME1AC36,6,1.0,1.0,SKD5E3087
SECPLT12-ME2AB30,6,1.0,1.0,SKD6G1585
SECPLT12-MF1AC34,6,1.0,1.0,SKD6G2278
SECPLT12-MG1AC26,6,1.0,1.0,SKD5E2270
SECPLT12-MG1AC30,6,1.0,1.0,SKD6G2278
SECPLT12-MG1AC34,6,1.0,1.0,SKD6G2278
SECPLT12-MG1AC36,6,1.0,1.0,SKD6G2278
SECPLT12-MW2AB30,6,1.0,1.0,SKD8B2965
SECPLT12-MY2AB26,6,1.0,1.0,SKD8B2944
SECPLT12-MY2AB30,6,1.0,1.0,SKD8B2948
SECPLT12-MY2AB34,6,1.0,1.0,SKD8B2950
SECPLT12-MY4AB30,6,1.0,1.0,SKD6G2761
SECPLT12-MY4AC26,6,1.0,1.0,SKD6G2761
SECPLT12-MY4AC30,6,1.0,1.0,SKD6G2761
SECPLT12-MY4AC34,6,1.0,1.0,SKD6E3575
SECPLT12-MY4AC36,6,1.0,1.0,SKD6G2770
SECPLT12-MY5AB30,6,1.0,1.0,SKD8B2948
SECPLT2-MB2AA30,6,1.0,1.0,SKD6E4075
SECPLT2-MB3AA30,6,1.0,1.0,SKD6G3555
SECPLT2-MC1AA30,6,1.0,1.0,SKD6G2576
SECPLT2-MD1AA30,6,1.0,1.0,SKD8B2985
SECPLT2-ME1AA30,6,1.0,1.0,SKD7B3290
SECPLT2-MF1AA30,6,1.0,1.0,SKD8E4020
SECPLT2-MG1AA30,6,1.0,1.0,SKD6G2278
SECPLT2-MY1AA30,6,1.0,1.0,SKD6G2518
SECPLT2-MY2AA30,6,1.0,1.0,SKD8B2948
SECPLT2-MY4BA30,6,1.0,1.0,SKD6G2761
SECPLTR-MY1AA30,6,1.0,1.0,SKD6G2720
SECPLTR-MZ5AA30,6,1.0,1.0,SKD8E3065
SECPLTY-DB1AA30,5,1.0,1.0,SKD6E4054
SECPLTY-DB1AA30,6,1.0,1.0,SECPLTY-MB1AA30
SECPLTY-DY3AA30,5,1.0,1.0,SKD8B2144
SECPLTY-DY3AA30,6,1.0,1.0,SECPLTY-MY3AA30
SECPLTY-MB1BB26,6,1.0,1.0,SKD6E4061
SECPLTY-MB2AA30,6,1.0,1.0,SKD6G3555
SECPLTY-MB2BB26,6,1.0,1.0,SKD6G3555
SECPLTY-MC7AA30,6,1.0,1.0,SKD6G25120
SECPLTY-MC7BA30,6,1.0,1.0,SKD6G2262
SECPLTY-MC7CA30,6,1.0,1.0,SKD6G2262
SECPLTY-MC8BA26,6,1.0,1.0,SKD6G2261
SECPLTY-MD1AA30,6,1.0,1.0,SKD6G22120
SECPLTY-MD1BA30,6,1.0,1.0,SKD6G2262
SECPLTY-MD1CA30,6,1.0,1.0,SKD6G2262
SECPLTY-MD1DA26,6,1.0,1.0,SKD6G2267
SECPLTY-MY2AA30,6,1.0,1.0,SKD8B2944
SECPLTY-MY4AA30,6,1.0,1.0,SKD8B2155
SECPLTY-MY5AA30,6,1.0,1.0,SKD8B2135
SECPLTY-MY8AA30,6,1.0,1.0,SKD8B2144
SECUCYME-MY2AA34,6,1.0,1.0,SKD7Z3038
SECUCYME-MY2BA34,6,1.0,1.0,SKD7Z3054
SECUCY-MY2AA34,6,1.0,1.0,SKD7Z3038
SECUCY-MY2HA34,6,1.0,1.0,SKD7Z3040
SECUCY-MY3AA30,6,1.0,1.0,SKD7B3260
SECUCY-MY3AA34,6,1.0,1.0,SKD7Z3055
SECUCY-MY4AA34,6,1.0,1.0,SKD7B3255
SECUCY-MY6HA30,6,1.0,1.0,SKD7Z3065
SECUCY-MZ5AA30,6,1.0,1.0,SKD5Z2262
SECUCY-MZ5AA34,6,1.0,1.0,SKD6G1556
SECUYME-DY1AA30,5,1.0,1.0,SKD6G2527
SECUYME-DY1AA30,6,1.0,1.0,SECUYME-MY1AA30
SECUYME-DY1AC30,5,1.0,1.0,SKD6G2720
SECUYME-DY1AC30,6,1.0,1.0,SECUYME-MY1AC30
SECUYME-DY1CA30,5,1.0,1.0,SKD6G2520
SECUYME-DY1CA30,6,1.0,1.0,SECUYME-MY1CA30
SECUYME-DY1CB30,5,1.0,1.0,SKD6G2520
SECUYME-DY1CB30,6,1.0,1.0,SECUYME-MY1CB30
SECUYME-DY1CB34,5,1.0,1.0,SKD6G2520
SECUYME-DY1CB34,6,1.0,1.0,SECUYME-MY1CB34
SECUYME-DY2BA30,5,1.0,1.0,SKD7B3240
SECUYME-DY2BA30,6,1.0,1.0,SECUYME-MY2BA30
SECUYME-DY2BA34,5,1.0,1.0,SKD7Z3040
SECUYME-DY2BA34,6,1.0,1.0,SECUYME-MY2BA34
SECUYME-DY2CA30,5,1.0,1.0,SKD7B3250
SECUYME-DY2CA30,6,1.0,1.0,SECUYME-MY2CA30
SECUYME-MY1AA34,6,1.0,1.0,SKD6G2722
SECUYME-MY1AC34,6,1.0,1.0,SKD6G2722
SECUYME-MY1CA34,6,1.0,1.0,SKD6G2522
SECUYME-MY2BA32,6,1.0,1.0,SKD7B3040
SECUYME-MY2CA34,6,1.0,1.0,SKD7Z3054
SECUYME-MY2DA32,6,1.0,1.0,SKD7B3050
SECUYST-DB1DA30,5,1.0,1.0,SKD6G4765
SECUYST-DB1DA30,6,1.0,1.0,SECUYST-MB1DA30
SECUYST-DB1DA34,5,1.0,1.0,SKD6G4775
SECUYST-DB1DA34,6,1.0,1.0,SECUYST-MB1DA34
SECUYST-DT8BA34,5,1.0,1.0,SKD6G2248
SECUYST-DT8BA34,6,1.0,1.0,SECUYST-MT8BA34
SECUYST-DT8CA34,5,1.0,1.0,SKD6G2224
SECUYST-DT8CA34,6,1.0,1.0,SECUYST-MT8CA34
SECUYST-DY1AD30,5,1.0,1.0,SKD6G2519
SECUYST-DY1AD30,6,1.0,1.0,SECUYST-MY1AD30
SECUYST-DY1AD34,5,1.0,1.0,SKD6G2527
SECUYST-DY1AD34,6,1.0,1.0,SECUYST-MY1AD34
SECUYST-DY1CB30,5,1.0,1.0,SKD6G2520
SECUYST-DY1CB30,6,1.0,1.0,SECUYME-MY1CB30
SECUYST-DY2DA26,5,1.0,1.0,SKD7Z3035
SECUYST-DY2DA26,6,1.0,1.0,SECUYST-MY2DA26
SECUYST-DY2DA30,5,1.0,1.0,SKD7B3240
SECUYST-DY2DA30,6,1.0,1.0,SECUYST-MY2DA30
SECUYST-DY2DA34,5,1.0,1.0,SKD7Z3040
SECUYST-DY2DA34,6,1.0,1.0,SECUYST-MY2DA34
SECUYST-DY3AA30,5,1.0,1.0,SKD7B3260
SECUYST-DY3AA30,6,1.0,1.0,SECUYST-MY3AA30
SECUYST-DY3AA34,5,1.0,1.0,SKD7Z3060
SECUYST-DY3AA34,6,1.0,1.0,SECUYST-MY3AA34
SECUYST-DY4FA26,5,1.0,1.0,SKD7B3254
SECUYST-DY4FA26,6,1.0,1.0,SECUYST-MY4FA26
SECUYST-DY4FA30,5,1.0,1.0,SKD7B3255
SECUYST-DY4FA30,6,1.0,1.0,SECUYST-MY4FA30
SECUYST-DY4FA34,5,1.0,1.0,SKD7B3270
SECUYST-DY4FA34,6,1.0,1.0,SECUYST-MY4FA34
SECUYST-DY6AB26,5,1.0,1.0,SKD7Z3054
SECUYST-DY6AB26,6,1.0,1.0,SECUYST-MY6AB26
SECUYST-DY6AB30,5,1.0,1.0,SKD7Z3060
SECUYST-DY6AB30,6,1.0,1.0,SECUYST-MY6AB30
SECUYST-DZ5AA26,5,1.0,1.0,SKD5Z1253
SECUYST-DZ5AA26,6,1.0,1.0,SECUYST-MZ5AA26
SECUYST-DZ5AA30,5,1.0,1.0,SKD5Z1258
SECUYST-DZ5AA30,6,1.0,1.0,SECUYST-MZ5AA30
SECUYST-DZ5AA34,5,1.0,1.0,SKD5Z1258
SECUYST-DZ5AA34,6,1.0,1.0,SECUYST-MZ5AA34
SECUYST-MB1CB26,6,1.0,1.0,SKD6G4760
SECUYST-MY3AA26,6,1.0,1.0,SKD7Z3054
SECUYST-MY3BA32,6,1.0,1.0,SKD7B3260
SECUYST-MY6AB32,6,1.0,1.0,SKD7B3260
SECUYST-MY6AB34,6,1.0,1.0,SKD7Z3060
SECVST-DB1AA30,5,1.0,1.0,SKD6G4734
SECVST-DB1AA30,6,1.0,1.0,SECVST-MB1AA30
SECVST-DY1AA30,5,1.0,1.0,SKD6E3517
SECVST-DY1AA30,6,1.0,1.0,SECVST-MY1AA30
SECWY-MB1AA30,6,1.0,1.0,SKD6G3545
SECWY-MS9AA30,6,1.0,1.0,SKD8E3022
SECWY-MS9AA34,6,1.0,1.0,SKD8E3022
SECWY-MS9BA34,6,1.0,1.0,SKD8E3020
SECWY-MW1AA30,6,1.0,1.0,SKD7Z3040
SECWY-MW2AA30,6,1.0,1.0,SKD7Z3040
SECWY-MW6AA30,6,1.0,1.0,SKD7B3240
SECWY-MX3AA30,6,1.0,1.0,SKD7Z3038
SECWY-MY2AA34,6,1.0,1.0,SKD7Z3025
SECWY-MY3AA30,6,1.0,1.0,SKD7Z3038
SECWY-MY3AA34,6,1.0,1.0,SKD7Z3037
SECWY-MY4AA30,6,1.0,1.0,SKD7B3240
SECWY-MY4AA34,6,1.0,1.0,SKD7Z3035
SECWYST4-MB1AA30,6,1.0,1.0,SKD6E4045
SECWYST4-MR0AA30,6,1.0,1.0,SKD8E3020
SECWYST4-MS6AA30,6,1.0,1.0,SKD8B2920
SECWYST4-MS6BA30,6,1.0,1.0,SKD8B2920
SECWYST4-MS9AA30,6,1.0,1.0,SKD8E3022
SECWYST4-MS9AB30,6,1.0,1.0,SKD8E3022
SECWYST4-MS9AB34,6,1.0,1.0,SKD8E3022
